State,Country,Date,Time,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Lat,Long
Jharkhand,India,2020-10-09,04:23:59,90486,775,80439,9272,234.4564489748496,0.856486086245386,23.654536,85.557631
Karnataka,India,2020-10-09,04:23:59,679356,9675,552519,117162,1005.5195259702966,1.4241428647130518,14.70518,76.166436
Kerala,India,2020-10-09,04:23:59,258850,930,167256,90664,725.0813409049547,0.3592814371257485,10.450898,76.405749
Ladakh,India,2020-10-09,04:23:59,4902,63,3540,1299,1787.166091239532,1.285189718482252,34.1526,77.5771
Lakshadweep,India,2020-10-09,04:23:59,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-09,04:23:59,142022,2547,122687,16788,166.38205489019225,1.7933841235864867,23.541513,78.289633
Maharashtra,India,2020-10-09,04:23:59,1493884,39430,1212016,242438,1213.1174029982717,2.6394284964562176,19.449759,76.108221
Manipur,India,2020-10-09,04:23:59,12679,83,9719,2877,410.1185653128129,0.6546257591292689,24.738975,93.882541
Meghalaya,India,2020-10-09,04:23:59,7261,60,4832,2369,215.6704913699131,0.8263324610935133,25.536934,91.278882
Mizoram,India,2020-10-09,04:23:59,2157,0,1937,220,174.0577319720733,0.0,23.309381,92.83822
Nagaland,India,2020-10-09,04:23:59,6736,17,5564,1155,299.4183656006703,0.252375296912114,26.06702,94.470302
Odisha,India,2020-10-09,04:23:59,244142,974,216984,26184,526.6637348846438,0.3989481531240016,20.505428,84.418059
Puducherry,India,2020-10-09,04:23:59,30539,556,25256,4727,2160.459328410476,1.8206228101771504,11.882658,78.86498
Punjab,India,2020-10-09,04:23:59,121716,3741,107200,10775,403.81703912426286,3.0735482598836636,30.841465000000003,75.40879
Rajasthan,India,2020-10-09,04:23:59,152605,1605,129618,21382,188.3252325490519,1.0517348710723764,26.583423,73.847973
Sikkim,India,2020-10-09,04:23:59,3246,51,2650,545,470.2637156628531,1.5711645101663585,27.571671,88.472712
Tamil Nadu,India,2020-10-09,04:23:59,640943,10052,586454,44437,823.3974403320028,1.5683141870649964,11.006091,78.400624
Telangana,India,2020-10-09,04:23:59,208535,1208,180953,26374,529.7777603444802,0.5792792576785671,18.1124,79.0193
Tripura,India,2020-10-09,04:23:59,27982,311,23474,4197,671.0643259595079,1.1114287756414838,23.746783,91.743565
Uttar Pradesh,India,2020-10-09,04:23:59,427459,6245,378662,42552,179.69316603380932,1.460958828799955,26.925425,80.560982
Uttarakhand,India,2020-10-09,04:23:59,53359,702,44808,7849,474.2660515313588,1.3156168593864204,30.156447,79.197608
West Bengal,India,2020-10-09,04:23:59,284030,5439,249737,28854,285.14404924608294,1.9149385628278703,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-10,04:23:57,3976,55,3724,197,953.3949107511102,1.3832997987927564,11.225999,92.968178
Andhra Pradesh,India,2020-10-10,04:23:57,744864,6159,691040,47665,1381.8499328975452,0.8268623533960562,15.9129,79.74
Arunachal Pradesh,India,2020-10-10,04:23:57,11760,23,8877,2860,748.8261386168875,0.195578231292517,27.768456,96.384277
Assam,India,2020-10-10,04:23:57,192416,802,161904,29710,540.3875340490963,0.41680525528022616,26.357149,92.830441
Bihar,India,2020-10-10,04:23:57,194329,934,182121,11274,155.7124320730767,0.48062821297902014,25.679658,85.60484
Chandigarh,India,2020-10-10,04:23:57,12985,188,11505,1292,1120.8720444930525,1.4478244127839814,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-10,04:23:57,137570,1196,108935,27439,467.3492336705742,0.8693755906084175,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-10,04:23:57,3140,2,3037,101,509.96875223314345,0.06369426751592357,20.194742,73.080901
Delhi,India,2020-10-10,04:23:57,303693,5692,276046,21955,1623.0787558197292,1.8742611782293304,28.646519,77.10898
Goa,India,2020-10-10,04:23:57,37591,491,32317,4783,2369.8029944838454,1.3061637093985263,15.359682,74.057396
Gujarat,India,2020-10-10,04:23:57,149032,3547,129304,16181,233.32770074911383,2.3800257662783832,22.694884,71.590923
Haryana,India,2020-10-10,04:23:57,139932,1562,127540,10830,496.13021833388575,1.1162564674270359,29.20004,76.332824
Himachal Pradesh,India,2020-10-10,04:23:57,16977,245,13876,2856,227.8194111478129,1.4431289391529716,31.927213,77.233081
Jammu and Kashmir,India,2020-10-10,04:23:57,82429,1306,69979,11144,605.8140628766632,1.584393841973092,33.75943,76.612638
Jharkhand,India,2020-10-10,04:23:57,91254,781,81654,8819,236.44639827985463,0.8558528941197098,23.654536,85.557631
Karnataka,India,2020-10-10,04:23:57,690269,9789,561610,118870,1021.6719329364732,1.418142782016866,14.70518,76.166436
Kerala,India,2020-10-10,04:23:57,268100,955,175304,91841,750.9921093166636,0.35621036926519956,10.450898,76.405749
Ladakh,India,2020-10-10,04:23:57,4987,63,3886,1038,1818.1553033479288,1.263284539803489,34.1526,77.5771
Lakshadweep,India,2020-10-10,04:23:57,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-10,04:23:57,143629,2574,124887,16168,168.26469252526667,1.7921171908180102,23.541513,78.289633
Maharashtra,India,2020-10-10,04:23:57,1506018,39732,1229339,236947,1222.9708899945715,2.638215479496261,19.449759,76.108221
Manipur,India,2020-10-10,04:23:57,12810,86,9866,2858,414.3559288317007,0.6713505074160812,24.738975,93.882541
Meghalaya,India,2020-10-10,04:23:57,7388,61,4903,2424,219.44272004419744,0.8256632376827288,25.536934,91.278882
Mizoram,India,2020-10-10,04:23:57,2162,0,1974,188,174.4612037661671,0.0,23.309381,92.83822
Nagaland,India,2020-10-10,04:23:57,6888,17,5656,1215,306.17483703346454,0.24680603948896632,26.06702,94.470302
Odisha,India,2020-10-10,04:23:57,246839,991,220388,25460,532.4817100506697,0.40147626590611696,20.505428,84.418059
Puducherry,India,2020-10-10,04:23:57,30904,558,25543,4803,2186.280987759826,1.805591509189749,11.882658,78.86498
Punjab,India,2020-10-10,04:23:57,122459,3773,108533,10153,406.2820894058144,3.081031202279947,30.841465000000003,75.40879
Rajasthan,India,2020-10-10,04:23:57,154785,1621,131766,21398,191.01550486619047,1.0472591013341086,26.583423,73.847973
Sikkim,India,2020-10-10,04:23:57,3278,53,2721,504,474.89971039520407,1.6168395363026236,27.571671,88.472712
Tamil Nadu,India,2020-10-10,04:23:57,646128,10120,591811,44197,830.0584316028669,1.5662531263155288,11.006091,78.400624
Telangana,India,2020-10-10,04:23:57,210346,1217,183025,26104,534.3785588866139,0.5785705456723684,18.1124,79.0193
Tripura,India,2020-10-10,04:23:57,28153,313,23801,4039,675.1652479714825,1.1117820480943417,23.746783,91.743565
Uttar Pradesh,India,2020-10-10,04:23:57,430666,6293,383086,41287,181.04130932584533,1.4612251721751892,26.925425,80.560982
Uttarakhand,India,2020-10-10,04:23:57,54063,716,46058,7289,480.5233520856809,1.3243808149751217,30.156447,79.197608
West Bengal,India,2020-10-10,04:23:57,287603,5501,252806,29296,288.73106360356724,1.9127060566127614,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-11,04:23:46,3992,55,3744,193,957.2315099895452,1.377755511022044,11.225999,92.968178
Andhra Pradesh,India,2020-10-11,04:23:46,750517,6194,697699,46624,1392.3372133550108,0.8252977614098015,15.9129,79.74
Arunachal Pradesh,India,2020-10-11,04:23:46,11998,23,9035,2940,763.9809533269912,0.19169861643607267,27.768456,96.384277
Assam,India,2020-10-11,04:23:46,193387,811,163355,29221,543.1145229458704,0.4193663483067631,26.357149,92.830441
Bihar,India,2020-10-11,04:23:46,195499,944,183390,11165,156.64993262896647,0.4828669200353966,25.679658,85.60484
Chandigarh,India,2020-10-11,04:23:46,13081,190,11662,1229,1129.1588150953885,1.4524883418698877,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-11,04:23:46,140258,1235,111654,27369,476.48083750939446,0.8805201842319155,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-11,04:23:46,3152,2,3050,100,511.9176774009134,0.06345177664974619,20.194742,73.080901
Delhi,India,2020-10-11,04:23:46,306559,5740,278812,22007,1638.3960127673024,1.8723965044249231,28.646519,77.10898
Goa,India,2020-10-11,04:23:46,37934,499,32777,4658,2391.4263199369584,1.3154426108504245,15.359682,74.057396
Gujarat,India,2020-10-11,04:23:46,150253,3557,130760,15936,235.2393245789938,2.367340419159684,22.694884,71.590923
Haryana,India,2020-10-11,04:23:46,141090,1572,128841,10677,500.2359181940366,1.1141824367425048,29.20004,76.332824
Himachal Pradesh,India,2020-10-11,04:23:46,17244,248,14278,2718,231.40236354084263,1.438181396427743,31.927213,77.233081
Jammu and Kashmir,India,2020-10-11,04:23:46,83064,1313,70955,10796,610.4810117651209,1.5807088510064529,33.75943,76.612638
Jharkhand,India,2020-10-11,04:23:46,91951,784,82805,8362,238.25238091733968,0.852628030146491,23.654536,85.557631
Karnataka,India,2020-10-11,04:23:46,700786,9891,569947,120948,1037.2382175569514,1.4114151823809267,14.70518,76.166436
Kerala,India,2020-10-11,04:23:46,279855,978,182874,96003,783.9197939306785,0.3494666881063408,10.450898,76.405749
Ladakh,India,2020-10-11,04:23:46,5059,64,3973,1022,1844.4049888985703,1.2650721486459775,34.1526,77.5771
Lakshadweep,India,2020-10-11,04:23:46,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-11,04:23:46,145245,2599,127034,15612,170.157873868316,1.789390340459224,23.541513,78.289633
Maharashtra,India,2020-10-11,04:23:46,1517434,40040,1255779,221615,1232.2413208129135,2.6386650094831143,19.449759,76.108221
Manipur,India,2020-10-11,04:23:46,13092,88,10396,2608,423.47758159755074,0.6721662083715246,24.738975,93.882541
Meghalaya,India,2020-10-11,04:23:46,7544,62,5045,2437,224.07632377009008,0.8218451749734889,25.536934,91.278882
Mizoram,India,2020-10-11,04:23:46,2175,0,1984,191,175.51023043081105,0.0,23.309381,92.83822
Nagaland,India,2020-10-11,04:23:46,6949,17,5694,1238,308.8863157005728,0.24463951647719095,26.06702,94.470302
Odisha,India,2020-10-11,04:23:46,249693,1006,224273,24414,538.638366010565,0.40289475475884384,20.505428,84.418059
Puducherry,India,2020-10-11,04:23:46,31233,559,25955,4719,2209.5558533103367,1.789773636858451,11.882658,78.86498
Punjab,India,2020-10-11,04:23:46,123317,3798,109767,9752,409.1286750606882,3.0798673337820412,30.841465000000003,75.40879
Rajasthan,India,2020-10-11,04:23:46,156908,1636,133918,21354,193.63543520072497,1.0426491957070385,26.583423,73.847973
Sikkim,India,2020-10-11,04:23:46,3321,55,2816,450,481.1293283168007,1.656127672387835,27.571671,88.472712
Tamil Nadu,India,2020-10-11,04:23:46,651370,10187,597033,44150,836.7926488144136,1.563934476564779,11.006091,78.400624
Telangana,India,2020-10-11,04:23:46,212063,1222,185128,25713,538.7405528660968,0.5762438520628304,18.1124,79.0193
Tripura,India,2020-10-11,04:23:46,28352,315,24086,3951,679.937665985418,1.1110327313769752,23.746783,91.743565
Uttar Pradesh,India,2020-10-11,04:23:46,433712,6353,387149,40210,182.3217722093944,1.4647969159257757,26.925425,80.560982
Uttarakhand,India,2020-10-11,04:23:46,54525,734,46470,7321,484.6297055744549,1.346171480972031,30.156447,79.197608
West Bengal,India,2020-10-11,04:23:46,291194,5563,255838,29793,292.3361485623486,1.9104102419692714,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-12,04:23:45,4005,55,3764,186,960.3487468707738,1.373283395755306,11.225999,92.968178
Andhra Pradesh,India,2020-10-12,04:23:45,755727,6224,703208,46295,1402.002653153949,0.8235778263843955,15.9129,79.74
Arunachal Pradesh,India,2020-10-12,04:23:45,12147,24,9232,2891,773.4686314438209,0.1975796492961225,27.768456,96.384277
Assam,India,2020-10-12,04:23:45,193783,816,164582,28385,544.2266625989316,0.4210895692604614,26.357149,92.830441
Bihar,India,2020-10-12,04:23:45,196531,946,184541,11044,157.47685619621282,0.4813489983768464,25.679658,85.60484
Chandigarh,India,2020-10-12,04:23:45,13162,191,11787,1184,1136.1507777911097,1.4511472420604772,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-12,04:23:45,142372,1253,113771,27348,483.6624634451333,0.8800887815019808,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-12,04:23:45,3163,2,3059,102,513.7041921380359,0.06323110970597534,20.194742,73.080901
Delhi,India,2020-10-12,04:23:45,309339,5769,281869,21701,1653.253645117007,1.8649442844258242,28.646519,77.10898
Goa,India,2020-10-12,04:23:45,38366,507,33203,4656,2418.660362490149,1.3214825626857114,15.359682,74.057396
Gujarat,India,2020-10-12,04:23:45,151434,3566,132173,15695,237.08832354958204,2.354821242257353,22.694884,71.590923
Haryana,India,2020-10-12,04:23:45,142155,1579,130003,10573,504.0118856819993,1.1107593823643207,29.20004,76.332824
Himachal Pradesh,India,2020-10-12,04:23:45,17408,250,14471,2687,233.60312830659876,1.4361213235294117,31.927213,77.233081
Jammu and Kashmir,India,2020-10-12,04:23:45,83633,1322,71845,10466,614.6628919502114,1.5807157461767485,33.75943,76.612638
Jharkhand,India,2020-10-12,04:23:45,92525,787,83571,8167,239.739660736445,0.8505809240745744,23.654536,85.557631
Karnataka,India,2020-10-12,04:23:45,710309,9966,580054,120289,1051.3332758854494,1.4030513480752742,14.70518,76.166436
Kerala,India,2020-10-12,04:23:45,289202,1003,191798,96401,810.1022752651911,0.3468164120580079,10.450898,76.405749
Ladakh,India,2020-10-12,04:23:45,5081,64,4037,980,1852.4257261501557,1.2595945679984255,34.1526,77.5771
Lakshadweep,India,2020-10-12,04:23:45,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-12,04:23:45,146820,2624,129019,15177,172.0030227639241,1.7872224492575943,23.541513,78.289633
Maharashtra,India,2020-10-12,04:23:45,1528226,40349,1266240,221637,1241.0050287133647,2.64025085294976,19.449759,76.108221
Manipur,India,2020-10-12,04:23:45,13326,91,10504,2731,431.04661261602206,0.6828755815698634,24.738975,93.882541
Meghalaya,India,2020-10-12,04:23:45,7683,63,5142,2478,228.2049835002124,0.8199921905505662,25.536934,91.278882
Mizoram,India,2020-10-12,04:23:45,2184,0,2010,174,176.23647966017992,0.0,23.309381,92.83822
Nagaland,India,2020-10-12,04:23:45,7019,17,5743,1259,311.9978485972543,0.24219974355321272,26.06702,94.470302
Odisha,India,2020-10-12,04:23:45,252239,1022,227615,23602,544.1306035977738,0.40517128596291613,20.505428,84.418059
Puducherry,India,2020-10-12,04:23:45,31549,563,26291,4695,2231.9110433223773,1.784525658499477,11.882658,78.86498
Punjab,India,2020-10-12,04:23:45,123973,3833,110865,9275,411.3050855380742,3.091802247263517,30.841465000000003,75.40879
Rajasthan,India,2020-10-12,04:23:45,159052,1650,135990,21412,196.28128100253463,1.037396574705128,26.583423,73.847973
Sikkim,India,2020-10-12,04:23:45,3359,55,2920,384,486.6345720614675,1.637392080976481,27.571671,88.472712
Tamil Nadu,India,2020-10-12,04:23:45,656385,10252,602038,44095,843.2352469288559,1.5618882210897567,11.006091,78.400624
Telangana,India,2020-10-12,04:23:45,213084,1228,187342,24514,541.3343768923356,0.5762985489290608,18.1124,79.0193
Tripura,India,2020-10-12,04:23:45,28461,316,24403,3742,682.551703993051,1.1102912757808931,23.746783,91.743565
Uttar Pradesh,India,2020-10-12,04:23:45,436979,6394,390566,40019,183.69513801391,1.463228210051284,26.925425,80.560982
Uttarakhand,India,2020-10-12,04:23:45,55051,747,46931,7373,489.3049045681672,1.3569235799531343,30.156447,79.197608
West Bengal,India,2020-10-12,04:23:45,294806,5622,258948,30236,295.96231588931005,1.9070168178395284,23.814082,87.979803
Andaman and Nicobar Islands,India,2020-10-13,04:24:02,4023,55,3770,198,964.6649210140132,1.3671389510315686,11.225999,92.968178
Andhra Pradesh,India,2020-10-13,04:24:02,758951,6256,708712,43983,1407.9837237704126,0.8242956396394497,15.9129,79.74
Arunachal Pradesh,India,2020-10-13,04:24:02,12367,24,9403,2940,787.477283696858,0.19406485000404303,27.768456,96.384277
Assam,India,2020-10-13,04:24:02,195304,826,166039,28439,548.4982899027352,0.42293040593126613,26.357149,92.830441
Bihar,India,2020-10-13,04:24:02,197535,955,185911,10669,158.28134385271989,0.4834586275849849,25.679658,85.60484
Chandigarh,India,2020-10-13,04:24:02,13260,192,11898,1170,1144.6101894476608,1.4479638009049773,30.733839,76.76827800000002
Chhattisgarh,India,2020-10-13,04:24:02,145247,1286,116540,27421,493.4293388307762,0.8853883384854765,21.264705,82.035366
Dadra and Nagar Haveli and Daman and Diu,India,2020-10-13,04:24:02,3168,2,3064,102,514.5162442912733,0.06313131313131314,20.194742,73.080901
Delhi,India,2020-10-13,04:24:02,311188,5809,284844,20535,1663.1355739711814,1.866717225599959,28.646519,77.10898
Goa,India,2020-10-13,04:24:02,38674,511,33698,4465,2438.0772261623324,1.321301132543828,15.359682,74.057396
Gujarat,India,2020-10-13,04:24:02,152603,3574,133615,15414,238.91853506238277,2.3420247308375326,22.694884,71.590923
Haryana,India,2020-10-13,04:24:02,143221,1592,131228,10401,507.79139867934026,1.1115688341793453,29.20004,76.332824
Himachal Pradesh,India,2020-10-13,04:24:02,17578,251,14690,2637,235.88440885646787,1.427921265217886,31.927213,77.233081
Jammu and Kashmir,India,2020-10-13,04:24:02,84031,1333,72706,9992,617.5880032220323,1.586319334531304,33.75943,76.612638
Jharkhand,India,2020-10-13,04:24:02,93035,798,84461,7776,241.06111144679988,0.8577417101090987,23.654536,85.557631
Karnataka,India,2020-10-13,04:24:02,717915,10036,592084,115795,1062.5909692222715,1.3979370816879435,14.70518,76.166436
Kerala,India,2020-10-13,04:24:02,295132,1025,199634,94473,826.7131786902111,0.3473022240895599,10.450898,76.405749
Ladakh,India,2020-10-13,04:24:02,5151,64,4126,961,1877.946253768835,1.24247718889536,34.1526,77.5771
Lakshadweep,India,2020-10-13,04:24:02,0,0,0,0,0.0,,13.6999972,72.18333259999999
Madhya Pradesh,India,2020-10-13,04:24:02,148298,2645,130721,14932,173.7345339180249,1.7835709180164263,23.541513,78.289633
Maharashtra,India,2020-10-13,04:24:02,1535315,40514,1281896,212905,1246.761693400753,2.638807020057773,19.449759,76.108221
Manipur,India,2020-10-13,04:24:02,13556,93,10707,2756,438.48625848887855,0.686043080554736,24.738975,93.882541
Meghalaya,India,2020-10-13,04:24:02,7771,64,5273,2434,230.8188112430236,0.8235748294942736,25.536934,91.278882
Mizoram,India,2020-10-13,04:24:02,2202,0,2046,156,177.6889781189177,0.0,23.309381,92.83822
Nagaland,India,2020-10-13,04:24:02,7240,18,5813,1409,321.8214024567775,0.24861878453038674,26.06702,94.470302
Odisha,India,2020-10-13,04:24:02,254662,1040,230192,23430,549.3575052764095,0.4083844468354132,20.505428,84.418059
Puducherry,India,2020-10-13,04:24:02,31737,565,26555,4617,2245.2109664940976,1.7802564829694048,11.882658,78.86498
Punjab,India,2020-10-13,04:24:02,124535,3860,112099,8576,413.16963231900553,3.099530252539447,30.841465000000003,75.40879
Rajasthan,India,2020-10-13,04:24:02,161184,1665,137848,21671,198.91231796590145,1.032980941036331,26.583423,73.847973
Sikkim,India,2020-10-13,04:24:02,3366,57,2925,384,487.6486959091693,1.6934046345811051,27.571671,88.472712
